Transaction_ID,Account_ID,Amount,Time,Is_Fraud,Transaction_Frequency,Average_Transaction_Amount,Transaction_Time_Deviation,Suspicious_Account_Label
T490,A46,9291.55,0,0,8,7117.0575,12,1
T491,A27,8296.31,0,0,7,6403.712857142857,12,1
T492,A88,2681.8,9,0,9,4829.727777777778,3,0
T493,A32,1812.36,14,0,20,4933.135499999999,2,1
T494,A86,7029.96,21,0,16,5208.98375,9,1
T495,A14,3096.76,23,0,13,5203.632307692308,11,1
T496,A46,3404.85,17,0,8,7117.0575,5,1
T497,A100,71.0,13,0,8,4672.7612500000005,1,0
T498,A72,8699.93,17,0,10,5840.468,5,1
T499,A53,5667.55,12,0,9,6192.9,0,1
T500,A80,4013.84,7,0,8,4313.12,5,0
T501,A96,1427.33,7,0,12,4297.670833333334,5,1
T502,A20,6335.39,14,0,11,4443.7472727272725,2,1
T503,A31,316.26,11,0,13,5864.717692307692,1,1
T504,A21,7463.66,4,0,13,5466.449230769231,8,1
T505,A23,2159.18,8,0,7,3467.808571428571,4,0
T506,A53,4204.13,6,0,9,6192.9,6,1
T507,A4,3415.55,23,0,13,4375.786923076923,11,1
T508,A23,3706.83,3,0,7,3467.808571428571,9,1
T509,A95,7218.74,1,0,12,5788.974166666667,11,1
T510,A43,7770.59,21,0,10,4775.514,9,1
T511,A53,5680.26,13,0,9,6192.9,1,1
T512,A86,858.72,19,1,16,5208.98375,7,1
T513,A95,535.56,0,0,12,5788.974166666667,12,1
T514,A32,1582.52,7,0,20,4933.135499999999,5,1
T515,A35,6182.2,6,0,11,5521.192727272727,6,1
T516,A21,6742.95,2,0,13,5466.449230769231,10,1
T517,A90,2728.31,3,0,13,5612.052307692307,9,1
T518,A14,6622.77,19,1,13,5203.632307692308,7,1
T519,A49,4861.76,1,0,13,3498.369230769231,11,1
T520,A5,4426.02,14,0,6,6171.066666666667,2,1
T521,A61,2738.94,19,0,11,4226.511818181818,7,1
T522,A29,7551.88,21,0,14,5571.065714285714,9,1
T523,A26,1720.56,22,0,23,5584.485,15,1
T524,A59,4304.84,1,0,13,5202.203846153846,11,1
T525,A45,2839.63,7,0,8,4022.1175000000003,5,0
T526,A40,6788.08,23,0,10,6721.728999999999,11,1
T527,A30,4871.46,1,0,10,5117.564,11,1
T528,A29,6674.65,12,0,14,5571.065714285714,0,1
T529,A4,463.72,14,0,13,4375.786923076923,2,1
T530,A85,3958.68,7,0,13,5129.256153846154,5,1
T531,A25,5997.26,17,0,13,5433.03923076923,5,1
T532,A52,130.185,6,0,28,7058.672307692307,11,1
T533,A43,3021.18,1,0,10,4775.514,11,1
T534,A36,2120.23,4,0,16,3547.711875,8,1
T535,A9,1380.98,16,0,14,4713.567857142857,4,1
T536,A99,3843.96,9,0,27,8718.80375,8,1
T537,A36,3287.94,7,1,16,3547.711875,5,1
T538,A45,87.22,23,0,8,4022.1175000000003,11,1
T539,A83,7472.67,18,0,9,5427.044444444445,6,1
T540,A66,1765.19,10,0,7,4142.637142857143,2,0
T541,A52,5712.405,18,0,28,7058.672307692307,11,1
T542,A87,7039.68,19,0,9,4859.406666666667,7,1
T543,A69,5007.62,21,0,14,5133.897142857143,9,1
T544,A43,8335.21,10,0,10,4775.514,2,0
T545,A4,8063.94,7,0,13,4375.786923076923,5,1
T546,A15,730.03,9,0,11,5531.051818181818,3,1
T547,A34,8619.03,4,0,17,4573.92411764706,8,1
T548,A23,432.6,21,0,7,3467.808571428571,9,1
T549,A75,197.23,16,0,12,3326.8741666666665,4,1
T550,A34,9212.41,7,0,17,4573.92411764706,5,1
T551,A5,8622.48,13,0,6,6171.066666666667,1,1
T552,A14,5761.83,9,0,13,5203.632307692308,3,1
T553,A77,5738.26,8,0,10,5425.8589999999995,4,1
T554,A56,7097.89,1,0,12,6100.080833333333,11,1
T555,A45,4182.76,17,0,8,4022.1175000000003,5,0
T556,A94,1160.58,18,0,10,4531.981000000001,6,0
T557,A41,218.36,23,0,11,4032.712727272727,11,1
T558,A56,3254.43,5,0,12,6100.080833333333,7,1
T559,A78,8015.21,20,0,11,5513.804545454545,8,1
T560,A66,6185.07,21,0,7,4142.637142857143,9,1
T561,A15,8321.94,13,0,11,5531.051818181818,1,1
T562,A50,13797.75,17,0,23,9743.004375,10,1
T563,A74,890.42,15,0,7,5558.737142857142,3,1
T564,A25,8446.4,1,0,13,5433.03923076923,11,1
T565,A33,2440.73,11,0,6,3474.6633333333334,1,0
T566,A6,8839.23,20,0,25,8278.3455,13,1
T567,A91,5244.39,21,0,7,4514.434285714286,9,1
T568,A56,3963.71,12,0,12,6100.080833333333,0,1
T569,A1,3109.64,16,0,10,6174.63,4,1
T570,A67,3401.74,10,1,7,5409.528571428571,2,1
T571,A69,3337.36,22,0,14,5133.897142857143,10,1
T572,A88,1689.65,13,0,9,4829.727777777778,1,0
T573,A93,5109.73,13,0,11,4353.373636363636,1,1
T574,A95,1149.13,4,0,12,5788.974166666667,8,1
T575,A95,5104.42,9,0,12,5788.974166666667,3,1
T576,A86,9060.17,12,0,16,5208.98375,0,1
T577,A26,5250.39,5,0,23,5584.485,12,1
T578,A47,7276.52,17,0,8,5937.14125,5,1
T579,A56,8191.3,15,0,12,6100.080833333333,3,1
T580,A9,8152.22,7,0,14,4713.567857142857,5,1
T581,A86,2370.33,7,0,16,5208.98375,5,1
T582,A43,1472.98,9,0,10,4775.514,3,0
T583,A80,1980.75,22,0,8,4313.12,10,1
T584,A41,6027.97,4,0,11,4032.712727272727,8,1
T585,A85,7604.55,14,0,13,5129.256153846154,2,1
T586,A16,6558.54,1,0,8,5821.07875,11,1
T587,A93,1779.69,17,0,11,4353.373636363636,5,1
T588,A39,11596.125,13,0,24,7987.513333333332,6,1
T589,A65,4946.23,13,0,10,6853.116,1,1
T590,A40,7546.91,17,0,10,6721.728999999999,5,1
T591,A86,7601.17,16,0,16,5208.98375,4,1
T592,A53,4494.56,4,0,9,6192.9,8,1
T593,A42,9242.3,12,0,8,6320.3575,0,1
T594,A52,8473.905,7,0,28,7058.672307692307,10,1
T595,A90,6356.63,8,0,13,5612.052307692307,4,1
T596,A38,6248.97,6,0,7,5405.907142857143,6,1
T597,A71,8643.83,10,0,14,6108.2,2,1
T598,A17,6275.9,20,0,10,6542.4800000000005,8,1
T599,A25,1518.06,2,0,13,5433.03923076923,10,1
T600,A54,692.18,14,1,10,3609.3769999999995,2,0
T601,A86,4427.66,11,0,16,5208.98375,1,1
T602,A49,3035.18,2,0,13,3498.369230769231,10,1
T603,A87,2753.99,17,1,9,4859.406666666667,5,0
T604,A96,571.16,23,0,12,4297.670833333334,11,1
T605,A23,5078.3,6,0,7,3467.808571428571,6,0
T606,A79,3110.97,1,0,6,4600.218333333333,11,1
T607,A73,4524.62,8,0,10,6778.88,4,1
T608,A39,867.4950000000001,12,0,24,7987.513333333332,5,1
T609,A52,12477.974999999999,21,0,28,7058.672307692307,14,1
T610,A71,776.54,19,0,14,6108.2,7,1
T611,A1,8643.86,19,0,10,6174.63,7,1
T612,A39,12831.57,1,0,24,7987.513333333332,16,1
T613,A37,6153.93,2,0,7,4505.89,10,1
T614,A27,5075.61,6,0,7,6403.712857142857,6,1
T615,A56,4632.49,18,0,12,6100.080833333333,6,1
T616,A75,5547.62,23,0,12,3326.8741666666665,11,1
T617,A78,7920.26,21,1,11,5513.804545454545,9,1
T618,A84,8959.81,17,0,11,4807.995454545454,5,1
T619,A42,4502.84,6,0,8,6320.3575,6,1
T620,A60,8100.06,15,0,13,6159.910769230769,3,1
T621,A57,9782.789999999999,6,0,23,7540.610625,11,1
T622,A57,4833.075000000001,10,0,23,7540.610625,7,1
T623,A87,4761.53,9,0,9,4859.406666666667,3,0
T624,A28,1517.1,0,0,15,4897.166,12,1
T625,A66,628.12,6,0,7,4142.637142857143,6,0
T626,A61,1043.98,6,0,11,4226.511818181818,6,1
T627,A95,8992.28,23,0,12,5788.974166666667,11,1
T628,A22,3440.94,3,0,7,6019.110000000001,9,1
T629,A85,7146.01,23,0,13,5129.256153846154,11,1
T630,A11,5050.44,15,0,11,6381.582727272727,3,1
T631,A37,1733.86,7,0,7,4505.89,5,0
T632,A66,2484.96,22,0,7,4142.637142857143,10,1
T633,A85,4383.21,19,0,13,5129.256153846154,7,1
T634,A82,4399.82,22,0,11,3879.7218181818184,10,1
T635,A80,5232.25,6,0,8,4313.12,6,0
T636,A43,1595.87,12,0,10,4775.514,0,0
T637,A12,3734.79,7,0,9,3851.8277777777776,5,0
T638,A97,2836.11,17,0,13,5373.866153846155,5,1
T639,A31,4093.61,10,0,13,5864.717692307692,2,1
T640,A87,3390.29,9,0,9,4859.406666666667,3,0
T641,A40,5982.88,12,0,10,6721.728999999999,0,1
T642,A29,7894.38,14,0,14,5571.065714285714,2,1
T643,A26,9714.869999999999,17,0,23,5584.485,10,1
T644,A19,668.46,20,0,4,5539.5,8,1
T645,A4,954.11,11,1,13,4375.786923076923,1,1
T646,A6,10180.515,9,0,25,8278.3455,8,1
T647,A32,2848.63,8,0,20,4933.135499999999,4,1
T648,A61,7240.1,11,0,11,4226.511818181818,1,1
T649,A79,6569.08,16,0,6,4600.218333333333,4,0
T650,A99,13596.54,15,0,27,8718.80375,8,1
T651,A10,8734.06,14,0,10,4844.211,2,0
T652,A59,3340.29,3,0,13,5202.203846153846,9,1
T653,A54,5831.57,23,0,10,3609.3769999999995,11,1
T654,A81,1422.87,15,0,7,5086.76,3,1
T655,A74,3504.71,10,0,7,5558.737142857142,2,1
T656,A25,9677.29,6,0,13,5433.03923076923,6,1
T657,A92,6987.81,11,0,11,6073.983636363637,1,1
T658,A90,3925.66,10,0,13,5612.052307692307,2,1
T659,A50,8931.69,13,0,23,9743.004375,6,1
T660,A64,9380.64,1,0,4,5833.415,11,1
T661,A52,4654.08,18,0,28,7058.672307692307,11,1
T662,A32,3773.03,7,0,20,4933.135499999999,5,1
T663,A19,7918.7,23,0,4,5539.5,11,1
T664,A84,8133.72,4,0,11,4807.995454545454,8,1
T665,A89,6704.46,0,0,9,5387.504444444445,12,1
T666,A1,8291.3,8,0,10,6174.63,4,1
T667,A97,7390.36,17,0,13,5373.866153846155,5,1
T668,A99,10285.935,18,0,27,8718.80375,11,1
T669,A14,5268.67,18,0,13,5203.632307692308,6,1
T670,A100,6463.79,23,0,8,4672.7612500000005,11,1
T671,A55,4239.83,13,0,15,4489.224,1,1
T672,A29,3624.66,9,0,14,5571.065714285714,3,1
T673,A23,3632.35,4,0,7,3467.808571428571,8,1
T674,A90,1810.83,6,0,13,5612.052307692307,6,1
T675,A67,2149.78,10,0,7,5409.528571428571,2,1
T676,A60,9477.21,7,0,13,6159.910769230769,5,1
T677,A7,4867.85,12,0,8,5172.64375,0,1
T678,A72,2273.17,18,0,10,5840.468,6,1
T679,A32,1384.28,7,0,20,4933.135499999999,5,1
T680,A16,780.88,15,1,8,5821.07875,3,1
T681,A59,8445.84,17,0,13,5202.203846153846,5,1
T682,A18,1530.6,20,0,23,4880.01,13,1
T683,A60,7711.04,21,0,13,6159.910769230769,9,1
T684,A86,8352.85,10,0,16,5208.98375,2,1
T685,A68,8837.98,8,0,8,6334.655,4,1
T686,A72,387.1,15,0,10,5840.468,3,1
T687,A77,3374.28,23,0,10,5425.8589999999995,11,1
T688,A41,7665.41,20,0,11,4032.712727272727,8,1
T689,A97,1319.18,23,0,13,5373.866153846155,11,1
T690,A57,5660.1449999999995,15,0,23,7540.610625,8,1
T691,A79,1630.85,14,0,6,4600.218333333333,2,0
T692,A93,8315.14,5,0,11,4353.373636363636,7,1
T693,A65,7713.27,23,0,10,6853.116,11,1
T694,A55,8092.35,11,0,15,4489.224,1,1
T695,A71,1663.74,5,0,14,6108.2,7,1
T696,A58,4382.36,4,0,7,4044.154285714286,8,1
T697,A21,4114.48,23,0,13,5466.449230769231,11,1
T698,A96,6766.87,17,0,12,4297.670833333334,5,1
T699,A61,2382.93,15,0,11,4226.511818181818,3,1
T700,A58,4447.55,5,0,7,4044.154285714286,7,1
T701,A34,2856.43,17,0,17,4573.92411764706,5,1
T702,A97,7487.88,20,0,13,5373.866153846155,8,1
T703,A32,4494.79,1,0,20,4933.135499999999,11,1
T704,A82,5344.77,16,0,11,3879.7218181818184,4,1
T705,A36,3101.58,1,0,16,3547.711875,11,1
T706,A99,12132.224999999999,2,0,27,8718.80375,15,1
T707,A100,4695.47,21,0,8,4672.7612500000005,9,1
T708,A67,8352.78,1,0,7,5409.528571428571,11,1
T709,A63,3684.73,0,0,13,4587.743846153846,12,1
T710,A81,9471.83,13,0,7,5086.76,1,1
T711,A31,9844.55,4,0,13,5864.717692307692,8,1
T712,A36,4622.18,20,0,16,3547.711875,8,1
T713,A57,4237.35,7,0,23,7540.610625,10,1
T714,A10,3824.91,2,0,10,4844.211,10,1
T715,A92,5279.32,22,1,11,6073.983636363637,10,1
T716,A37,9663.02,4,0,7,4505.89,8,1
T717,A31,8170.74,0,1,13,5864.717692307692,12,1
T718,A35,8014.58,6,0,11,5521.192727272727,6,1
T719,A43,1392.6,16,0,10,4775.514,4,0
T720,A41,2507.53,14,0,11,4032.712727272727,2,1
T721,A70,6415.38,11,0,13,4566.172307692307,1,1
T722,A11,8742.43,1,0,11,6381.582727272727,11,1
T723,A18,8324.789999999999,19,0,23,4880.01,12,1
T724,A20,1034.87,20,0,11,4443.7472727272725,8,1
T725,A30,8460.46,21,0,10,5117.564,9,1
T726,A50,12769.724999999999,19,1,23,9743.004375,12,1
T727,A89,2857.78,15,0,9,5387.504444444445,3,1
T728,A20,7633.54,21,0,11,4443.7472727272725,9,1
T729,A91,2735.19,15,0,7,4514.434285714286,3,0
T730,A28,9054.01,0,0,15,4897.166,12,1
T731,A9,1482.01,0,0,14,4713.567857142857,12,1
T732,A54,4380.35,17,0,10,3609.3769999999995,5,0
T733,A53,9464.67,17,0,9,6192.9,5,1
T734,A43,2228.16,13,0,10,4775.514,1,0
T735,A70,4516.77,0,0,13,4566.172307692307,12,1
T736,A60,3502.35,0,0,13,6159.910769230769,12,1
T737,A54,276.44,16,0,10,3609.3769999999995,4,0
T738,A8,542.04,23,0,10,4789.126,11,1
T739,A27,5025.05,8,0,7,6403.712857142857,4,1
T740,A54,2365.42,17,0,10,3609.3769999999995,5,0
T741,A50,14917.965,9,0,23,9743.004375,8,1
T742,A99,5633.07,0,0,27,8718.80375,17,1
T743,A75,291.59,16,0,12,3326.8741666666665,4,1
T744,A90,9308.95,22,0,13,5612.052307692307,10,1
T745,A3,8393.37,21,0,6,5731.3966666666665,9,1
T746,A98,6503.11,13,1,10,6770.950999999999,1,1
T747,A74,7915.89,5,0,7,5558.737142857142,7,1
T748,A49,1384.62,3,0,13,3498.369230769231,9,1
T749,A62,2875.93,3,0,5,3838.1979999999994,9,1
T750,A1,8299.32,16,0,10,6174.63,4,1
T751,A46,6963.76,4,0,8,7117.0575,8,1
T752,A39,2094.81,7,0,24,7987.513333333332,10,1
T753,A97,7058.31,6,0,13,5373.866153846155,6,1
T754,A50,6737.295,19,0,23,9743.004375,12,1
T755,A54,62.46,16,0,10,3609.3769999999995,4,0
T756,A69,801.47,8,0,14,5133.897142857143,4,1
T757,A96,2566.68,11,0,12,4297.670833333334,1,1
T758,A95,8351.28,8,0,12,5788.974166666667,4,1
T759,A70,5492.55,12,0,13,4566.172307692307,0,1
T760,A78,7275.08,2,0,11,5513.804545454545,10,1
T761,A29,5282.44,11,0,14,5571.065714285714,1,1
T762,A63,1120.76,12,0,13,4587.743846153846,0,1
T763,A29,2888.13,14,0,14,5571.065714285714,2,1
T764,A35,3018.5,18,0,11,5521.192727272727,6,1
T765,A56,487.02,7,0,12,6100.080833333333,5,1
T766,A63,4204.06,22,0,13,4587.743846153846,10,1
T767,A4,7941.05,7,0,13,4375.786923076923,5,1
T768,A50,6864.855,9,0,23,9743.004375,8,1
T769,A44,1676.205,21,0,26,6873.118636363636,14,1
T770,A86,9052.42,2,0,16,5208.98375,10,1
T771,A87,5971.42,20,0,9,4859.406666666667,8,1
T772,A52,261.28499999999997,20,0,28,7058.672307692307,13,1
T773,A93,5158.6,1,0,11,4353.373636363636,11,1
T774,A22,2426.96,2,1,7,6019.110000000001,10,1
T775,A60,1444.33,12,0,13,6159.910769230769,0,1
T776,A17,4298.1,12,0,10,6542.4800000000005,0,1
T777,A80,6151.95,12,0,8,4313.12,0,0
T778,A69,2413.24,17,0,14,5133.897142857143,5,1
T779,A4,4171.51,15,0,13,4375.786923076923,3,1
T780,A51,6647.07,1,0,4,3772.8149999999996,11,1
T781,A76,1297.92,20,0,23,4435.786875,13,1
T782,A73,9746.8,0,0,10,6778.88,12,1
T783,A85,686.12,22,0,13,5129.256153846154,10,1
T784,A4,5265.33,5,0,13,4375.786923076923,7,1
T785,A11,5078.2,2,0,11,6381.582727272727,10,1
T786,A83,9883.43,15,1,9,5427.044444444445,3,1
T787,A55,5545.98,13,0,15,4489.224,1,1
T788,A18,5865.945,20,0,23,4880.01,13,1
T789,A60,4706.65,10,0,13,6159.910769230769,2,1
T790,A24,6360.35,18,0,5,7121.564,6,1
T791,A7,9810.58,3,0,8,5172.64375,9,1
T792,A34,2543.97,16,0,17,4573.92411764706,4,1
T793,A49,172.26,1,0,13,3498.369230769231,11,1
T794,A42,7887.31,7,0,8,6320.3575,5,1
T795,A28,3454.58,6,0,15,4897.166,6,1
T796,A59,7332.08,22,0,13,5202.203846153846,10,1
T797,A42,6286.29,18,0,8,6320.3575,6,1
T798,A44,11575.95,15,0,26,6873.118636363636,8,1
T799,A98,7354.52,8,0,10,6770.950999999999,4,1
T800,A49,3331.86,1,0,13,3498.369230769231,11,1
T801,A36,452.91,2,0,16,3547.711875,10,1
T802,A97,5464.68,21,0,13,5373.866153846155,9,1
T803,A54,8136.95,8,0,10,3609.3769999999995,4,0
T804,A33,1759.14,17,0,6,3474.6633333333334,5,0
T805,A11,7793.63,18,0,11,6381.582727272727,6,1
T806,A61,4651.58,21,0,11,4226.511818181818,9,1
T807,A3,6956.94,1,0,6,5731.3966666666665,11,1
T808,A96,6321.04,5,0,12,4297.670833333334,7,1
T809,A70,8116.86,10,0,13,4566.172307692307,2,1
T810,A7,640.37,0,0,8,5172.64375,12,1
T811,A45,7764.14,6,0,8,4022.1175000000003,6,0
T812,A29,4582.22,18,0,14,5571.065714285714,6,1
T813,A84,2941.49,4,0,11,4807.995454545454,8,1
T814,A9,447.62,22,0,14,4713.567857142857,10,1
T815,A100,2002.7,12,0,8,4672.7612500000005,0,0
T816,A84,428.64,2,0,11,4807.995454545454,10,1
T817,A6,14001.57,9,0,25,8278.3455,8,1
T818,A97,5158.68,5,1,13,5373.866153846155,7,1
T819,A4,9891.34,18,0,13,4375.786923076923,6,1
T820,A32,5434.88,7,0,20,4933.135499999999,5,1
T821,A26,3810.8999999999996,18,0,23,5584.485,11,1
T822,A3,7535.38,12,0,6,5731.3966666666665,0,1
T823,A80,1919.12,21,0,8,4313.12,9,1
T824,A20,3576.17,17,0,11,4443.7472727272725,5,1
T825,A31,7810.61,10,0,13,5864.717692307692,2,1
T826,A17,8659.32,12,0,10,6542.4800000000005,0,1
T827,A61,3325.93,23,0,11,4226.511818181818,11,1
T828,A86,1253.51,4,0,16,5208.98375,8,1
T829,A15,3686.51,22,0,11,5531.051818181818,10,1
T830,A73,8895.97,23,0,10,6778.88,11,1
T831,A28,7435.64,2,0,15,4897.166,10,1
T832,A60,8947.43,16,0,13,6159.910769230769,4,1
T833,A90,3872.58,23,0,13,5612.052307692307,11,1
T834,A33,9737.5,11,0,6,3474.6633333333334,1,0
T835,A99,7450.605,1,0,27,8718.80375,16,1
T836,A48,4980.26,3,0,8,5036.998750000001,9,1
T837,A22,9243.86,13,0,7,6019.110000000001,1,1
T838,A78,5197.57,7,0,11,5513.804545454545,5,1
T839,A78,8013.47,2,0,11,5513.804545454545,10,1
T840,A96,7273.54,10,0,12,4297.670833333334,2,1
T841,A92,798.48,19,0,11,6073.983636363637,7,1
T842,A15,6028.51,19,0,11,5531.051818181818,7,1
T843,A100,8225.19,19,0,8,4672.7612500000005,7,1
T844,A21,5459.29,12,0,13,5466.449230769231,0,1
T845,A40,3218.9,10,0,10,6721.728999999999,2,1
T846,A14,809.89,0,0,13,5203.632307692308,12,1
T847,A75,6612.58,20,0,12,3326.8741666666665,8,1
T848,A4,3071.89,8,1,13,4375.786923076923,4,1
T849,A40,6030.19,14,0,10,6721.728999999999,2,1
T850,A74,4266.9,15,0,7,5558.737142857142,3,1
T851,A87,6900.75,7,0,9,4859.406666666667,5,0
T852,A49,3521.95,11,0,13,3498.369230769231,1,1
T853,A51,433.13,17,0,4,3772.8149999999996,5,0
T854,A92,8701.67,12,0,11,6073.983636363637,0,1
T855,A26,5298.1050000000005,13,0,23,5584.485,6,1
T856,A10,9981.52,5,0,10,4844.211,7,1
T857,A76,4129.215,21,0,23,4435.786875,14,1
T858,A89,9800.47,18,0,9,5387.504444444445,6,1
T859,A81,9479.56,21,0,7,5086.76,9,1
T860,A32,759.66,12,0,20,4933.135499999999,0,1
T861,A14,6378.75,2,0,13,5203.632307692308,10,1
T862,A90,3639.48,19,0,13,5612.052307692307,7,1
T863,A99,12019.425,9,0,27,8718.80375,8,1
T864,A39,10195.965,7,0,24,7987.513333333332,10,1
T865,A88,9528.37,22,0,9,4829.727777777778,10,1
T866,A77,1436.37,2,0,10,5425.8589999999995,10,1
T867,A16,6079.65,2,0,8,5821.07875,10,1
T868,A73,7815.31,8,0,10,6778.88,4,1
T869,A6,536.46,4,0,25,8278.3455,13,1
T870,A45,681.66,12,0,8,4022.1175000000003,0,0
T871,A69,7787.37,22,0,14,5133.897142857143,10,1
T872,A55,3669.62,20,0,15,4489.224,8,1
T873,A85,3834.72,4,0,13,5129.256153846154,8,1
T874,A48,5676.77,23,0,8,5036.998750000001,11,1
T875,A9,6054.9,12,0,14,4713.567857142857,0,1
T876,A65,6793.83,10,0,10,6853.116,2,1
T877,A83,9488.75,11,0,9,5427.044444444445,1,1
T878,A44,5589.615,3,0,26,6873.118636363636,14,1
T879,A2,7633.21,2,0,7,5020.28,10,1
T880,A54,5743.48,0,0,10,3609.3769999999995,12,1
T881,A63,5299.3,9,0,13,4587.743846153846,3,1
T882,A14,3986.36,14,0,13,5203.632307692308,2,1
T883,A56,6499.11,11,0,12,6100.080833333333,1,1
T884,A47,2503.62,8,0,8,5937.14125,4,1
T885,A82,1143.35,3,0,11,3879.7218181818184,9,1
T886,A59,7359.39,4,0,13,5202.203846153846,8,1
T887,A91,4995.45,2,1,7,4514.434285714286,10,1
T888,A20,3876.0,5,0,11,4443.7472727272725,7,1
T889,A56,5621.11,13,0,12,6100.080833333333,1,1
T890,A23,2625.15,14,0,7,3467.808571428571,2,0
T891,A94,2610.29,17,0,10,4531.981000000001,5,0
T892,A67,4468.27,17,0,7,5409.528571428571,5,1
T893,A84,9963.69,16,0,11,4807.995454545454,4,1
T894,A35,2862.91,13,0,11,5521.192727272727,1,1
T895,A79,9165.62,3,0,6,4600.218333333333,9,1
T896,A69,4917.09,0,0,14,5133.897142857143,12,1
T897,A100,1235.15,2,0,8,4672.7612500000005,10,1
T898,A62,8529.73,11,0,5,3838.1979999999994,1,0
T899,A60,4525.91,17,0,13,6159.910769230769,5,1
T900,A56,8987.8,2,0,12,6100.080833333333,10,1
T901,A94,4456.66,19,0,10,4531.981000000001,7,1
T902,A76,1330.545,19,0,23,4435.786875,12,1
T903,A35,6822.47,10,0,11,5521.192727272727,2,1
T904,A42,8456.76,12,0,8,6320.3575,0,1
T905,A32,3202.68,0,0,20,4933.135499999999,12,1
T906,A12,3480.78,9,1,9,3851.8277777777776,3,0
T907,A36,658.74,13,0,16,3547.711875,1,1
T908,A58,5426.29,12,0,7,4044.154285714286,0,0
T909,A32,8914.4,2,0,20,4933.135499999999,10,1
T910,A97,8515.11,23,0,13,5373.866153846155,11,1
T911,A60,7120.97,17,0,13,6159.910769230769,5,1
T912,A73,9273.97,7,0,10,6778.88,5,1
T913,A79,6380.62,18,0,6,4600.218333333333,6,0
T914,A86,7939.03,16,0,16,5208.98375,4,1
T915,A49,5092.47,5,0,13,3498.369230769231,7,1
T916,A44,1833.6150000000002,21,0,26,6873.118636363636,14,1
T917,A4,2017.79,12,0,13,4375.786923076923,0,1
T918,A64,1397.38,5,0,4,5833.415,7,1
T919,A42,7905.83,4,0,8,6320.3575,8,1
T920,A24,272.58,8,0,5,7121.564,4,1
T921,A63,5544.67,9,0,13,4587.743846153846,3,1
T922,A28,3695.42,8,0,15,4897.166,4,1
T923,A46,8038.58,15,0,8,7117.0575,3,1
T924,A34,5520.95,4,0,17,4573.92411764706,8,1
T925,A44,9185.039999999999,2,0,26,6873.118636363636,15,1
T926,A36,871.29,5,0,16,3547.711875,7,1
T927,A77,3099.81,13,1,10,5425.8589999999995,1,1
T928,A90,9995.95,8,1,13,5612.052307692307,4,1
T929,A36,7191.51,13,0,16,3547.711875,1,1
T930,A72,5261.7,9,0,10,5840.468,3,1
T931,A2,7693.95,15,0,7,5020.28,3,1
T932,A67,8235.16,2,0,7,5409.528571428571,10,1
T933,A25,746.77,11,0,13,5433.03923076923,1,1
T934,A11,9724.07,8,0,11,6381.582727272727,4,1
T935,A31,6426.96,7,0,13,5864.717692307692,5,1
T936,A93,4505.25,23,0,11,4353.373636363636,11,1
T937,A53,6804.29,20,0,9,6192.9,8,1
T938,A63,3451.7,15,0,13,4587.743846153846,3,1
T939,A72,8780.82,19,0,10,5840.468,7,1
T940,A98,7804.83,19,1,10,6770.950999999999,7,1
T941,A31,6401.54,6,0,13,5864.717692307692,6,1
T942,A89,1827.81,14,0,9,5387.504444444445,2,1
T943,A61,9662.98,3,0,11,4226.511818181818,9,1
T944,A83,4331.86,4,0,9,5427.044444444445,8,1
T945,A92,9108.02,9,0,11,6073.983636363637,3,1
T946,A63,563.57,0,0,13,4587.743846153846,12,1
T947,A58,1250.37,12,0,7,4044.154285714286,0,0
T948,A3,1538.62,10,0,6,5731.3966666666665,2,1
T949,A12,1654.92,19,0,9,3851.8277777777776,7,1
T950,A38,3233.38,12,0,7,5405.907142857143,0,1
T951,A29,7096.23,10,0,14,5571.065714285714,2,1
T952,A52,5200.155,14,0,28,7058.672307692307,7,1
T953,A89,9409.63,10,0,9,5387.504444444445,2,1
T954,A32,8950.31,13,0,20,4933.135499999999,1,1
T955,A40,8460.88,20,0,10,6721.728999999999,8,1
T956,A85,2513.55,19,0,13,5129.256153846154,7,1
T957,A75,6354.22,4,0,12,3326.8741666666665,8,1
T958,A48,5512.91,9,1,8,5036.998750000001,3,1
T959,A61,1260.45,10,0,11,4226.511818181818,2,1
T960,A71,3035.22,19,0,14,6108.2,7,1
T961,A68,5339.45,22,0,8,6334.655,10,1
T962,A45,5030.71,6,0,8,4022.1175000000003,6,0
T963,A55,1694.67,15,0,15,4489.224,3,1
T964,A96,9416.65,10,0,12,4297.670833333334,2,1
T965,A71,1550.4,5,0,14,6108.2,7,1
T966,A43,6590.74,12,0,10,4775.514,0,0
T967,A46,7209.12,10,0,8,7117.0575,2,1
T968,A90,6055.34,9,0,13,5612.052307692307,3,1
T969,A59,8426.87,23,0,13,5202.203846153846,11,1
T970,A35,5640.54,22,0,11,5521.192727272727,10,1
T971,A40,8254.11,20,0,10,6721.728999999999,8,1
T972,A33,293.45,15,0,6,3474.6633333333334,3,0
T973,A30,464.16,18,0,10,5117.564,6,1
T974,A16,6418.12,7,0,8,5821.07875,5,1
T975,A93,5771.94,10,0,11,4353.373636363636,2,1
T976,A25,6514.79,12,0,13,5433.03923076923,0,1
T977,A41,7671.92,8,0,11,4032.712727272727,4,1
T978,A16,4171.7,12,0,8,5821.07875,0,1
T979,A96,6393.52,11,0,12,4297.670833333334,1,1
T980,A69,4985.4,3,0,14,5133.897142857143,9,1
