Transaction_ID,Account_ID,Amount,Time,Is_Fraud
T935,A31,6426.96,7,0
T936,A93,4505.25,23,0
T937,A53,6804.29,20,0
T938,A63,3451.7,15,0
T939,A72,8780.82,19,0
T940,A98,7804.83,19,1
T941,A31,6401.54,6,0
T942,A89,1827.81,14,0
T943,A61,9662.98,3,0
T944,A83,4331.86,4,0
T945,A92,9108.02,9,0
T946,A63,563.57,0,0
T947,A58,1250.37,12,0
T948,A3,1538.62,10,0
T949,A12,1654.92,19,0
T950,A38,3233.38,12,0
T951,A29,7096.23,10,0
T952,A52,3466.77,14,0
T953,A89,9409.63,10,0
T954,A32,8950.31,13,0
T955,A40,8460.88,20,0
T956,A85,2513.55,19,0
T957,A75,6354.22,4,0
T958,A48,5512.91,9,1
T959,A61,1260.45,10,0
T960,A71,3035.22,19,0
T961,A68,5339.45,22,0
T962,A45,5030.71,6,0
T963,A55,1694.67,15,0
T964,A96,9416.65,10,0
T965,A71,1550.4,5,0
T966,A43,6590.74,12,0
T967,A46,7209.12,10,0
T968,A90,6055.34,9,0
T969,A59,8426.87,23,0
T970,A35,5640.54,22,0
T971,A40,8254.11,20,0
T972,A33,293.45,15,0
T973,A30,464.16,18,0
T974,A16,6418.12,7,0
T975,A93,5771.94,10,0
T976,A25,6514.79,12,0
T977,A41,7671.92,8,0
T978,A16,4171.7,12,0
T979,A96,6393.52,11,0
T980,A69,4985.4,3,0
T981,A98,6275.37,18,0
T982,A89,2903.82,6,0
T983,A24,9566.94,18,0
T984,A25,4834.62,17,0
T985,A28,8048.83,5,0
T986,A95,6853.06,21,0
T987,A62,2981.36,17,0
T988,A36,739.0,0,0
T989,A93,608.53,23,0
T990,A76,4401.66,14,0
T991,A98,4847.67,22,0
T992,A68,2048.19,6,0
T993,A77,6070.54,14,0
T994,A37,3132.7,9,0
T995,A13,7186.45,22,0
T996,A25,7344.66,2,0
T997,A38,8609.17,13,0
T998,A30,9753.99,21,0
T999,A47,1316.35,15,0
