OrderID,Date,State,Store,Category,Product,UnitsSold,UnitPrice,Revenue,Cost,Profit,CustomerType,PaymentMethod
ORD0217,2025-11-07,Queensland,Gold Coast,Groceries,Protein Bars,8,1149.26,9194.08,5676.09,3517.99,Casual,Online
ORD0218,2025-11-02,Queensland,Gold Coast,Groceries,Milk,18,964.37,17358.66,12827.38,4531.28,Member,Online
ORD0219,2025-10-02,New South Wales,Newcastle,Fashion,Backpack,3,1101.52,3304.56,1616.83,1687.73,Member,Online
ORD0220,2025-09-19,Victoria,Melbourne Central,Sports,Fitness Tracker,4,819.55,3278.2,2297.76,980.44,Casual,Card
ORD0221,2025-06-07,South Australia,Adelaide Central,Fashion,Jacket,17,504.36,8574.12,5550.62,3023.5,Casual,Online
ORD0222,2025-02-02,New South Wales,Parramatta,Sports,Football,7,698.19,4887.33,2276.77,2610.56,Casual,Online
ORD0223,2025-11-27,Western Australia,Perth CBD,Electronics,Headphones,2,351.64,703.28,360.78,342.5,Member,Online
ORD0224,2025-06-28,South Australia,Mount Gambier,Fashion,Jeans,13,457.02,5941.26,4093.26,1848.0,Member,Online
ORD0225,2025-06-02,New South Wales,Sydney CBD,Groceries,Milk,17,161.54,2746.18,2176.49,569.69,Member,Card
ORD0226,2025-02-27,South Australia,Mount Gambier,Groceries,Milk,8,304.54,2436.32,1391.52,1044.8,Casual,Card
ORD0227,2025-11-03,New South Wales,Newcastle,Fashion,Sneakers,8,255.24,2041.92,990.97,1050.95,Member,Cash
ORD0228,2025-09-15,New South Wales,Sydney CBD,Electronics,Headphones,15,288.86,4332.9,2279.3,2053.6,Member,Card
ORD0229,2025-06-04,Queensland,Brisbane City,Groceries,Coffee Beans,19,721.52,13708.88,9395.88,4313.0,Casual,Card
ORD0230,2025-12-14,Victoria,Ballarat,Groceries,Protein Bars,14,367.6,5146.4,2425.68,2720.72,Member,Online
ORD0231,2025-03-18,South Australia,Mount Gambier,Electronics,Smartphone,13,945.11,12286.43,6899.53,5386.9,Casual,Cash
ORD0232,2025-01-30,Queensland,Gold Coast,Home Appliances,Coffee Machine,8,1020.72,8165.76,4534.1,3631.66,Member,Cash
ORD0233,2025-07-09,Western Australia,Fremantle,Fashion,Jacket,13,299.0,3887.0,2025.78,1861.22,Member,Cash
ORD0234,2025-04-07,New South Wales,Newcastle,Home Appliances,Microwave,9,458.83,4129.47,2732.63,1396.84,Member,Card
ORD0235,2025-03-02,Western Australia,Perth CBD,Fashion,Jacket,11,370.79,4078.69,3133.04,945.65,Member,Card
ORD0236,2025-08-27,South Australia,Adelaide Central,Groceries,Protein Bars,13,1099.0,14287.0,9189.79,5097.21,Casual,Cash
ORD0237,2025-08-29,Western Australia,Fremantle,Sports,Yoga Mat,12,620.25,7443.0,4644.78,2798.22,Member,Online
ORD0238,2025-05-14,Queensland,Brisbane City,Sports,Yoga Mat,14,64.4,901.6,678.39,223.21,Member,Card
ORD0239,2025-10-09,Western Australia,Fremantle,Sports,Tennis Racket,7,402.54,2817.78,1642.61,1175.17,Member,Cash
ORD0240,2025-10-07,Queensland,Gold Coast,Fashion,Jeans,15,210.2,3153.0,2296.15,856.85,Member,Card
ORD0241,2025-07-31,South Australia,Adelaide Central,Groceries,Organic Snacks,17,50.25,854.25,637.56,216.69,Member,Card
ORD0242,2025-11-13,Victoria,Ballarat,Home Appliances,Microwave,5,20.88,104.4,65.46,38.94,Casual,Card
ORD0243,2025-05-21,Western Australia,Fremantle,Fashion,Sneakers,1,643.33,643.33,382.12,261.21,Member,Online
ORD0244,2025-04-09,Western Australia,Fremantle,Electronics,Headphones,6,137.35,824.1,398.63,425.47,Member,Card
ORD0245,2025-05-05,Western Australia,Fremantle,Sports,Yoga Mat,13,104.03,1352.39,1062.65,289.74,Casual,Online
ORD0246,2025-11-23,Victoria,Geelong,Electronics,Laptop,3,492.28,1476.84,859.53,617.31,Casual,Card
ORD0247,2025-02-18,New South Wales,Newcastle,Home Appliances,Microwave,16,1015.94,16255.04,10983.82,5271.22,Casual,Online
ORD0248,2025-05-24,Western Australia,Perth CBD,Home Appliances,Vacuum Cleaner,19,575.85,10941.15,5101.82,5839.33,Member,Online
ORD0249,2025-06-03,Western Australia,Perth CBD,Home Appliances,Air Fryer,1,1154.15,1154.15,756.5,397.65,Casual,Card
ORD0250,2025-02-10,Victoria,Ballarat,Home Appliances,Coffee Machine,18,404.76,7285.68,5205.35,2080.33,Member,Online
ORD0251,2025-01-16,Western Australia,Fremantle,Electronics,Laptop,14,286.25,4007.5,1910.0,2097.5,Casual,Cash
ORD0252,2025-10-27,Queensland,Gold Coast,Fashion,Jacket,12,668.11,8017.32,4661.27,3356.05,Member,Online
ORD0253,2025-12-31,South Australia,Adelaide Central,Groceries,Coffee Beans,8,858.6,6868.8,3288.19,3580.61,Member,Cash
ORD0254,2025-07-04,Victoria,Ballarat,Fashion,Backpack,12,136.8,1641.6,741.7,899.9,Casual,Cash
ORD0255,2025-01-14,Queensland,Brisbane City,Home Appliances,Microwave,6,522.87,3137.22,2023.33,1113.89,Casual,Card
ORD0256,2025-05-30,New South Wales,Parramatta,Groceries,Organic Snacks,20,721.67,14433.4,8133.95,6299.45,Casual,Card
ORD0257,2025-05-18,South Australia,Mount Gambier,Electronics,Tablet,19,630.11,11972.09,8259.07,3713.02,Member,Card
ORD0258,2025-02-09,Queensland,Gold Coast,Fashion,Jacket,3,208.98,626.94,342.68,284.26,Casual,Cash
ORD0259,2025-01-04,Queensland,Gold Coast,Home Appliances,Coffee Machine,20,743.84,14876.8,9078.59,5798.21,Member,Cash
ORD0260,2025-06-14,South Australia,Mount Gambier,Groceries,Milk,11,533.87,5872.57,3527.74,2344.83,Member,Cash
ORD0261,2025-12-22,Western Australia,Perth CBD,Fashion,Backpack,6,1157.84,6947.04,5481.59,1465.45,Casual,Online
ORD0262,2025-04-13,South Australia,Adelaide Central,Sports,Fitness Tracker,9,981.63,8834.67,5190.61,3644.06,Member,Online
ORD0263,2025-02-05,Western Australia,Perth CBD,Groceries,Organic Snacks,15,1132.14,16982.1,8888.04,8094.06,Casual,Online
ORD0264,2025-02-07,South Australia,Mount Gambier,Home Appliances,Air Fryer,8,310.69,2485.52,1252.58,1232.94,Casual,Cash
ORD0265,2025-01-19,South Australia,Mount Gambier,Groceries,Milk,18,612.87,11031.66,8517.96,2513.7,Casual,Online
ORD0266,2025-11-28,Queensland,Cairns,Groceries,Organic Snacks,4,925.06,3700.24,2516.76,1183.48,Casual,Card
ORD0267,2025-05-13,Western Australia,Perth CBD,Groceries,Milk,11,1159.2,12751.2,7659.13,5092.07,Member,Card
ORD0268,2025-01-13,Victoria,Ballarat,Groceries,Protein Bars,15,455.2,6828.0,4179.23,2648.77,Member,Cash
ORD0269,2025-06-09,South Australia,Adelaide Central,Sports,Fitness Tracker,3,148.12,444.36,346.26,98.1,Member,Cash
ORD0270,2025-02-04,Queensland,Gold Coast,Home Appliances,Coffee Machine,12,576.63,6919.56,4174.97,2744.59,Casual,Cash
ORD0271,2025-05-05,Queensland,Brisbane City,Electronics,Laptop,11,781.08,8591.88,5902.61,2689.27,Member,Online
ORD0272,2025-11-19,Western Australia,Perth CBD,Groceries,Protein Bars,11,676.22,7438.42,5842.6,1595.82,Member,Cash
ORD0273,2025-08-08,Victoria,Melbourne Central,Fashion,Jeans,1,887.49,887.49,673.68,213.81,Casual,Online
ORD0274,2025-02-22,South Australia,Adelaide Central,Home Appliances,Vacuum Cleaner,9,905.27,8147.43,5972.52,2174.91,Member,Online
ORD0275,2025-11-24,Western Australia,Perth CBD,Sports,Yoga Mat,7,554.49,3881.43,2103.05,1778.38,Casual,Online
ORD0276,2025-03-30,Queensland,Cairns,Fashion,Jeans,19,145.94,2772.86,1589.39,1183.47,Casual,Online
ORD0277,2025-07-11,Queensland,Cairns,Groceries,Organic Snacks,5,382.69,1913.45,1020.83,892.62,Member,Card
ORD0278,2025-11-22,Victoria,Ballarat,Fashion,Jeans,20,174.06,3481.2,2034.06,1447.14,Member,Cash
ORD0279,2025-01-28,Western Australia,Perth CBD,Groceries,Protein Bars,16,353.71,5659.36,2917.31,2742.05,Casual,Online
ORD0280,2025-12-17,Queensland,Brisbane City,Fashion,Jacket,7,980.11,6860.77,5401.76,1459.01,Casual,Cash
ORD0281,2025-01-17,South Australia,Mount Gambier,Fashion,Jeans,6,108.38,650.28,299.65,350.63,Member,Cash
ORD0282,2025-09-19,Queensland,Brisbane City,Groceries,Coffee Beans,6,939.08,5634.48,3651.02,1983.46,Casual,Online
ORD0283,2025-08-14,New South Wales,Newcastle,Electronics,Smartphone,18,989.71,17814.78,10304.1,7510.68,Member,Online
ORD0284,2025-06-28,Western Australia,Perth CBD,Fashion,Sneakers,8,364.27,2914.16,2330.63,583.53,Casual,Cash
ORD0285,2025-11-09,New South Wales,Parramatta,Electronics,Tablet,7,974.74,6823.18,4474.46,2348.72,Casual,Online
ORD0286,2025-05-24,South Australia,Adelaide Central,Groceries,Protein Bars,7,978.1,6846.7,5011.13,1835.57,Casual,Online
ORD0287,2025-07-30,Western Australia,Perth CBD,Sports,Yoga Mat,10,691.56,6915.6,5417.26,1498.34,Member,Card
ORD0288,2025-07-21,New South Wales,Parramatta,Home Appliances,Vacuum Cleaner,8,184.03,1472.24,828.48,643.76,Member,Online
ORD0289,2025-09-21,South Australia,Adelaide Central,Groceries,Coffee Beans,14,456.46,6390.44,3044.6,3345.84,Member,Cash
ORD0290,2025-08-23,Queensland,Cairns,Sports,Fitness Tracker,16,399.47,6391.52,2881.72,3509.8,Member,Online
ORD0291,2025-06-15,Queensland,Brisbane City,Groceries,Milk,7,1162.07,8134.49,6008.92,2125.57,Casual,Cash
ORD0292,2025-02-20,Queensland,Gold Coast,Groceries,Protein Bars,19,1024.38,19463.22,14128.47,5334.75,Member,Card
ORD0293,2025-12-19,South Australia,Adelaide Central,Electronics,Tablet,15,553.26,8298.9,6615.41,1683.49,Casual,Card
ORD0294,2025-12-07,Victoria,Ballarat,Sports,Tennis Racket,9,121.07,1089.63,627.79,461.84,Member,Cash
ORD0295,2025-04-20,Victoria,Melbourne Central,Fashion,Backpack,8,520.78,4166.24,2007.79,2158.45,Member,Card
ORD0296,2025-08-05,South Australia,Adelaide Central,Home Appliances,Vacuum Cleaner,17,819.18,13926.06,6311.99,7614.07,Casual,Card
ORD0297,2025-07-08,Victoria,Geelong,Electronics,Tablet,13,116.3,1511.9,1106.84,405.06,Member,Cash
ORD0298,2025-06-29,Queensland,Brisbane City,Fashion,Jacket,5,91.41,457.05,295.78,161.27,Member,Cash
ORD0299,2025-03-13,Victoria,Ballarat,Home Appliances,Coffee Machine,20,827.01,16540.2,12421.47,4118.73,Member,Card
ORD0300,2025-02-13,New South Wales,Newcastle,Fashion,Backpack,14,384.26,5379.64,2684.12,2695.52,Casual,Online
ORD0301,2025-09-23,Victoria,Ballarat,Groceries,Coffee Beans,1,1018.99,1018.99,693.36,325.63,Casual,Card
ORD0302,2025-07-17,Western Australia,Perth CBD,Fashion,Backpack,2,942.72,1885.44,1372.27,513.17,Member,Cash
ORD0303,2025-03-09,New South Wales,Sydney CBD,Fashion,Sneakers,17,1067.58,18148.86,8243.64,9905.22,Casual,Cash
ORD0304,2025-02-04,South Australia,Mount Gambier,Sports,Tennis Racket,16,1145.8,18332.8,13192.8,5140.0,Member,Online
ORD0305,2025-12-31,New South Wales,Parramatta,Home Appliances,Microwave,2,1138.93,2277.86,1342.32,935.54,Casual,Online
ORD0306,2025-02-12,Western Australia,Fremantle,Fashion,Jeans,3,772.24,2316.72,1478.48,838.24,Member,Cash
ORD0307,2025-12-24,Queensland,Brisbane City,Groceries,Protein Bars,5,648.3,3241.5,1901.97,1339.53,Member,Cash
ORD0308,2025-12-08,South Australia,Adelaide Central,Electronics,Tablet,3,1110.31,3330.93,1634.14,1696.79,Member,Cash
ORD0309,2025-07-10,Victoria,Melbourne Central,Electronics,Tablet,1,204.96,204.96,160.6,44.36,Casual,Card
ORD0310,2025-12-31,Victoria,Ballarat,Sports,Football,1,408.66,408.66,245.3,163.36,Member,Cash
ORD0311,2025-03-22,Western Australia,Perth CBD,Fashion,Jeans,17,438.55,7455.35,4658.58,2796.77,Member,Cash
ORD0312,2025-01-24,Queensland,Brisbane City,Groceries,Organic Snacks,8,891.53,7132.24,3215.92,3916.32,Member,Card
ORD0313,2025-06-14,South Australia,Mount Gambier,Fashion,Jacket,6,1118.08,6708.48,5032.16,1676.32,Casual,Card
ORD0314,2025-04-25,Victoria,Geelong,Sports,Yoga Mat,3,690.13,2070.39,1018.2,1052.19,Member,Card
ORD0315,2025-02-14,Western Australia,Perth CBD,Fashion,Sneakers,15,1040.58,15608.7,11249.73,4358.97,Casual,Cash
ORD0316,2025-07-08,Western Australia,Fremantle,Electronics,Smartphone,7,357.0,2499.0,1810.72,688.28,Member,Cash
ORD0317,2025-06-27,Western Australia,Fremantle,Home Appliances,Vacuum Cleaner,5,17.59,87.95,52.2,35.75,Member,Online
ORD0318,2025-09-09,New South Wales,Parramatta,Electronics,Headphones,10,133.7,1337.0,849.58,487.42,Member,Cash
ORD0319,2025-07-10,New South Wales,Sydney CBD,Sports,Football,2,1106.32,2212.64,1690.57,522.07,Casual,Online
ORD0320,2025-10-18,South Australia,Adelaide Central,Groceries,Organic Snacks,17,168.88,2870.96,2115.86,755.1,Member,Online
ORD0321,2025-06-17,New South Wales,Parramatta,Home Appliances,Vacuum Cleaner,10,320.58,3205.8,1796.06,1409.74,Casual,Online
ORD0322,2025-02-24,Queensland,Gold Coast,Sports,Tennis Racket,3,1132.83,3398.49,1691.22,1707.27,Member,Card
ORD0323,2025-06-07,Victoria,Geelong,Fashion,Backpack,14,153.68,2151.52,1237.99,913.53,Member,Cash
ORD0324,2025-06-17,South Australia,Mount Gambier,Electronics,Laptop,6,971.04,5826.24,3242.16,2584.08,Member,Card
ORD0325,2025-01-16,Victoria,Melbourne Central,Home Appliances,Air Fryer,13,621.02,8073.26,5546.44,2526.82,Casual,Card
ORD0326,2025-01-07,South Australia,Mount Gambier,Groceries,Protein Bars,4,559.83,2239.32,1637.76,601.56,Member,Card
ORD0327,2025-10-28,New South Wales,Sydney CBD,Home Appliances,Vacuum Cleaner,13,452.97,5888.61,3948.93,1939.68,Member,Online
ORD0328,2025-06-19,Queensland,Brisbane City,Electronics,Laptop,7,1083.97,7587.79,4592.14,2995.65,Member,Card
ORD0329,2025-01-16,New South Wales,Sydney CBD,Fashion,Sneakers,6,1109.72,6658.32,4005.68,2652.64,Casual,Cash
ORD0330,2025-01-18,South Australia,Mount Gambier,Home Appliances,Air Fryer,7,1090.88,7636.16,4171.2,3464.96,Casual,Card
ORD0331,2025-07-16,Western Australia,Perth CBD,Sports,Fitness Tracker,14,1060.51,14847.14,9170.5,5676.64,Member,Cash
ORD0332,2025-10-06,Victoria,Geelong,Home Appliances,Vacuum Cleaner,18,955.87,17205.66,13700.72,3504.94,Casual,Cash
ORD0333,2025-05-24,South Australia,Mount Gambier,Groceries,Coffee Beans,13,331.82,4313.66,1980.5,2333.16,Member,Card
ORD0334,2025-12-03,New South Wales,Parramatta,Groceries,Coffee Beans,19,1199.53,22791.07,18025.3,4765.77,Member,Card
ORD0335,2025-03-30,Victoria,Geelong,Groceries,Organic Snacks,8,695.07,5560.56,4414.71,1145.85,Casual,Cash
ORD0336,2025-10-16,Victoria,Melbourne Central,Groceries,Coffee Beans,12,1097.64,13171.68,6057.29,7114.39,Casual,Online
ORD0337,2025-04-30,Victoria,Ballarat,Home Appliances,Coffee Machine,18,377.77,6799.86,4227.15,2572.71,Member,Card
ORD0338,2025-04-01,Western Australia,Perth CBD,Electronics,Headphones,1,404.76,404.76,269.14,135.62,Member,Cash
ORD0339,2025-07-06,Queensland,Brisbane City,Electronics,Tablet,19,848.59,16123.21,8054.81,8068.4,Member,Online
ORD0340,2025-08-12,New South Wales,Parramatta,Fashion,Sneakers,11,369.1,4060.1,2020.95,2039.15,Member,Online
ORD0341,2025-12-19,South Australia,Mount Gambier,Home Appliances,Air Fryer,8,801.98,6415.84,4716.02,1699.82,Casual,Cash
ORD0342,2025-11-05,Queensland,Brisbane City,Home Appliances,Microwave,19,476.01,9044.19,7217.26,1826.93,Member,Card
ORD0343,2025-06-13,Queensland,Cairns,Home Appliances,Microwave,16,177.37,2837.92,2017.39,820.53,Member,Cash
ORD0344,2025-05-12,Victoria,Ballarat,Electronics,Smartphone,15,23.56,353.4,184.97,168.43,Member,Cash
ORD0345,2025-09-10,New South Wales,Newcastle,Electronics,Laptop,13,531.48,6909.24,4123.98,2785.26,Member,Cash
ORD0346,2025-08-20,South Australia,Mount Gambier,Groceries,Milk,4,996.28,3985.12,2893.42,1091.7,Member,Card
ORD0347,2025-07-12,New South Wales,Sydney CBD,Sports,Football,11,320.74,3528.14,1716.98,1811.16,Casual,Card
ORD0348,2025-01-16,Victoria,Ballarat,Electronics,Laptop,11,716.9,7885.9,5242.35,2643.55,Casual,Online
ORD0349,2025-12-23,South Australia,Adelaide Central,Groceries,Milk,6,73.73,442.38,250.34,192.04,Member,Cash
ORD0350,2025-01-28,Western Australia,Fremantle,Sports,Yoga Mat,8,124.14,993.12,583.47,409.65,Casual,Card
ORD0351,2025-02-19,Queensland,Brisbane City,Fashion,Sneakers,10,990.44,9904.4,6623.88,3280.52,Casual,Card
ORD0352,2025-09-08,New South Wales,Sydney CBD,Home Appliances,Air Fryer,3,573.55,1720.65,843.86,876.79,Casual,Cash
ORD0353,2025-01-23,Queensland,Brisbane City,Groceries,Milk,6,451.51,2709.06,1580.75,1128.31,Member,Cash
ORD0354,2025-12-08,Queensland,Gold Coast,Fashion,Backpack,8,1006.12,8048.96,5211.59,2837.37,Member,Online
ORD0355,2025-08-03,New South Wales,Sydney CBD,Sports,Fitness Tracker,19,280.74,5334.06,2514.18,2819.88,Casual,Online
ORD0356,2025-10-20,Western Australia,Fremantle,Groceries,Protein Bars,16,365.63,5850.08,3440.91,2409.17,Member,Online
ORD0357,2025-03-06,Western Australia,Perth CBD,Electronics,Headphones,6,1139.38,6836.28,3476.3,3359.98,Member,Card
ORD0358,2025-02-04,New South Wales,Parramatta,Electronics,Headphones,7,1196.75,8377.25,5608.81,2768.44,Casual,Cash
ORD0359,2025-12-25,New South Wales,Parramatta,Groceries,Milk,18,398.09,7165.62,3917.23,3248.39,Casual,Card
ORD0360,2025-10-16,Western Australia,Fremantle,Electronics,Headphones,5,186.36,931.8,611.05,320.75,Member,Card
ORD0361,2025-03-30,New South Wales,Parramatta,Groceries,Coffee Beans,14,324.32,4540.48,3083.78,1456.7,Casual,Card
ORD0362,2025-09-01,Queensland,Gold Coast,Home Appliances,Coffee Machine,2,480.99,961.98,728.83,233.15,Member,Card
ORD0363,2025-03-10,Queensland,Gold Coast,Electronics,Smartphone,10,380.03,3800.3,2831.21,969.09,Member,Card
ORD0364,2025-08-15,Queensland,Cairns,Fashion,Backpack,9,877.27,7895.43,5224.74,2670.69,Member,Card
ORD0365,2025-09-17,Victoria,Geelong,Fashion,Backpack,2,623.17,1246.34,630.2,616.14,Casual,Online
ORD0366,2025-01-17,South Australia,Adelaide Central,Groceries,Organic Snacks,6,239.39,1436.34,1065.08,371.26,Member,Card
ORD0367,2025-03-05,South Australia,Adelaide Central,Sports,Tennis Racket,9,448.34,4035.06,2471.38,1563.68,Casual,Online
ORD0368,2025-10-10,New South Wales,Sydney CBD,Sports,Fitness Tracker,20,540.86,10817.2,8504.29,2312.91,Casual,Online
ORD0369,2025-04-20,Queensland,Gold Coast,Home Appliances,Air Fryer,3,349.23,1047.69,613.21,434.48,Member,Online
ORD0370,2025-03-09,Victoria,Ballarat,Home Appliances,Vacuum Cleaner,9,785.39,7068.51,4450.68,2617.83,Member,Cash
ORD0371,2025-07-12,Victoria,Ballarat,Electronics,Tablet,9,733.93,6605.37,5152.53,1452.84,Casual,Cash
ORD0372,2025-02-22,Queensland,Gold Coast,Sports,Tennis Racket,15,369.55,5543.25,3504.57,2038.68,Casual,Online
ORD0373,2025-11-24,New South Wales,Newcastle,Sports,Yoga Mat,10,824.45,8244.5,5100.12,3144.38,Casual,Cash
ORD0374,2025-07-26,Queensland,Gold Coast,Sports,Yoga Mat,7,188.42,1318.94,946.89,372.05,Member,Online
ORD0375,2025-07-18,Queensland,Cairns,Home Appliances,Microwave,16,1196.99,19151.84,10357.3,8794.54,Casual,Cash
ORD0376,2025-07-03,New South Wales,Newcastle,Groceries,Protein Bars,11,874.59,9620.49,5077.96,4542.53,Casual,Online
ORD0377,2025-10-14,Western Australia,Fremantle,Home Appliances,Vacuum Cleaner,10,126.15,1261.5,624.17,637.33,Casual,Online
ORD0378,2025-06-19,Victoria,Ballarat,Sports,Football,8,432.79,3462.32,2459.89,1002.43,Casual,Cash
ORD0379,2025-04-10,Queensland,Gold Coast,Groceries,Coffee Beans,15,1022.94,15344.1,9431.83,5912.27,Member,Cash
ORD0380,2025-06-25,Western Australia,Perth CBD,Fashion,Backpack,14,74.33,1040.62,779.41,261.21,Member,Card
ORD0381,2025-11-21,South Australia,Mount Gambier,Home Appliances,Air Fryer,6,936.94,5621.64,3489.09,2132.55,Member,Cash
ORD0382,2025-02-15,New South Wales,Sydney CBD,Fashion,Backpack,7,915.82,6410.74,3263.14,3147.6,Member,Cash
ORD0383,2025-10-01,Victoria,Ballarat,Fashion,Jeans,13,520.54,6767.02,4175.86,2591.16,Member,Card
ORD0384,2025-01-03,Victoria,Ballarat,Sports,Football,11,910.65,10017.15,6369.52,3647.63,Member,Online
ORD0385,2025-02-03,Victoria,Melbourne Central,Sports,Yoga Mat,5,132.22,661.1,413.96,247.14,Casual,Card
ORD0386,2025-09-08,New South Wales,Parramatta,Sports,Fitness Tracker,17,719.68,12234.56,6952.19,5282.37,Member,Cash
ORD0387,2025-01-12,Queensland,Brisbane City,Home Appliances,Coffee Machine,1,281.82,281.82,198.54,83.28,Member,Card
ORD0388,2025-01-25,Western Australia,Perth CBD,Electronics,Smartphone,2,456.48,912.96,615.44,297.52,Member,Online
ORD0389,2025-12-26,New South Wales,Newcastle,Electronics,Laptop,4,505.96,2023.84,1180.08,843.76,Casual,Cash
ORD0390,2025-11-07,Victoria,Melbourne Central,Electronics,Smartphone,14,797.38,11163.32,7611.92,3551.4,Casual,Online
ORD0391,2025-04-13,Victoria,Geelong,Electronics,Laptop,10,145.67,1456.7,709.69,747.01,Member,Online
ORD0392,2025-12-19,Queensland,Cairns,Home Appliances,Air Fryer,14,361.47,5060.58,2347.06,2713.52,Casual,Card
ORD0393,2025-02-16,South Australia,Mount Gambier,Home Appliances,Microwave,1,809.24,809.24,621.02,188.22,Casual,Card
ORD0394,2025-01-26,Western Australia,Perth CBD,Electronics,Smartphone,8,553.53,4428.24,3507.4,920.84,Casual,Cash
ORD0395,2025-01-24,New South Wales,Sydney CBD,Electronics,Smartphone,12,963.9,11566.8,6471.02,5095.78,Member,Card
ORD0396,2025-02-17,New South Wales,Sydney CBD,Home Appliances,Air Fryer,12,1074.49,12893.88,10112.43,2781.45,Casual,Online
ORD0397,2025-09-02,Queensland,Gold Coast,Home Appliances,Microwave,13,486.3,6321.9,3855.02,2466.88,Casual,Online
ORD0398,2025-10-30,South Australia,Adelaide Central,Electronics,Tablet,2,1178.07,2356.14,1756.56,599.58,Member,Cash
ORD0399,2025-09-07,South Australia,Mount Gambier,Home Appliances,Coffee Machine,12,737.52,8850.24,6654.51,2195.73,Member,Cash
ORD0400,2025-06-23,New South Wales,Parramatta,Fashion,Sneakers,3,321.32,963.96,539.8,424.16,Member,Online
